DisplayMFL,DisplayFacilityName,DisplaySubcounty,DisplayCounty,DisplayMechanism,DisplayAgency,UploadStatus,UploadDate,Upload_monthYear,SiteCode,MPI_SiteCode,UploadDate_MPI,Upload_monthYear_MPI
14965,Koilot Health Centre,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/01/2020,Oct-20,14965,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/08/2021,Mar-21,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/07/2020,Dec-20,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/18/2020,Jun-20,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/07/2021,Apr-21,14970,NULL,NULL,NULL
14970,Koiwa Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/04/2020,Nov-20,14970,NULL,NULL,NULL
15002,Kurangurik Health centre,Transmara East,NAROK,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/16/2020,Oct-20,15002,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/28/2020,Aug-20,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/04/2021,Jun-21,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/24/2021,Mar-21,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/22/2021,Apr-21,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/27/2020,Nov-20,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/20/2021,May-21,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/22/2020,Dec-20,15003,NULL,NULL,NULL
15003,Kwanza Sub County Hospital,Kwanza,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/05/2021,Feb-21,15003,NULL,NULL,NULL
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/04/2021,Jan-21,15007,15007,01/04/2021,Jan-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,08/03/2020,Aug-20,15007,15007,08/03/2020,Aug-20
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/04/2020,Jul-20,15007,NULL,NULL,NULL
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15007,15007,02/02/2021,Feb-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/03/2020,Nov-20,15007,15007,11/03/2020,Nov-20
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,15007,15007,03/02/2021,Mar-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15007,15007,04/01/2021,Apr-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15007,15007,05/05/2021,May-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,12/07/2020,Dec-20,15007,NULL,NULL,NULL
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/01/2020,Sep-20,15007,15007,09/01/2020,Sep-20
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,15007,15007,06/01/2021,Jun-21
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/01/2020,Oct-20,15007,15007,10/01/2020,Oct-20
15007,Lamuria Dispensary (Laikipia East),Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15007,NULL,NULL,NULL
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15009,15009,04/01/2021,Apr-21
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,15009,15009,06/03/2021,Jun-21
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/03/2020,Jun-20,15009,NULL,NULL,NULL
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15009,NULL,NULL,NULL
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,15009,NULL,NULL,NULL
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/04/2020,Sep-20,15009,15009,09/04/2020,Sep-20
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,15009,15009,05/04/2021,May-21
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15009,15009,01/05/2021,Jan-21
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,15009,15009,03/02/2021,Mar-21
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,15009,NULL,NULL,NULL
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/03/2020,Dec-20,15009,15009,12/03/2020,Dec-20
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/01/2020,Oct-20,15009,15009,10/01/2020,Oct-20
15009,Langa Langa Hospital,Nakuru East,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15009,15009,02/02/2021,Feb-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15035,15035,01/05/2021,Jan-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,15035,15035,06/02/2021,Jun-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15035,15035,04/01/2021,Apr-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/05/2020,Oct-20,15035,15035,10/05/2020,Oct-20
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/06/2021,May-21,15035,15035,05/06/2021,May-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/04/2020,Dec-20,15035,15035,12/04/2020,Dec-20
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,15035,NULL,NULL,NULL
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/04/2020,Nov-20,15035,15035,11/04/2020,Nov-20
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15035,NULL,NULL,NULL
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,15035,15035,03/03/2021,Mar-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,15035,15035,02/03/2021,Feb-21
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,15035,NULL,NULL,NULL
15035,Likii Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/03/2020,Sep-20,15035,15035,09/03/2020,Sep-20
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/03/2021,Mar-21,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/04/2020,Jun-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/04/2021,Feb-21,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/04/2020,Aug-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/05/2021,Jan-21,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/01/2020,Jul-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/04/2020,Dec-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/06/2021,Apr-21,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15049,NULL,NULL,NULL
15049,Lodwar County Referral Hospital,Turkana Central,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/05/2021,May-21,15049,NULL,NULL,NULL
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/01/2020,Sep-20,15051,NULL,NULL,NULL
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15051,NULL,NULL,NULL
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15051,15051,02/02/2021,Feb-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15051,15051,04/01/2021,Apr-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/01/2020,Dec-20,15051,15051,12/01/2020,Dec-20
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,15051,15051,06/01/2021,Jun-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/01/2020,Aug-20,15051,NULL,NULL,NULL
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,15051,15051,05/03/2021,May-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/01/2020,Nov-20,15051,15051,11/01/2020,Nov-20
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/01/2021,Mar-21,15051,15051,03/01/2021,Mar-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15051,NULL,NULL,NULL
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/04/2021,Jan-21,15051,15051,01/04/2021,Jan-21
15051,Loitokitok Sub County Hospital,Loitokitok,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/01/2020,Jul-20,15051,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/06/2020,Jul-20,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/05/2021,May-21,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/05/2020,Nov-20,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/11/2021,Jan-21,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/06/2020,Sep-20,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/02/2020,Dec-20,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/06/2020,Oct-20,15057,NULL,NULL,NULL
15057,Lokichar (RCEA) Health Centre,Turkana South,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/04/2021,Mar-21,15057,NULL,NULL,NULL
15059,Lokichogio (AIC) Health Centre,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/06/2020,Jul-20,15059,NULL,NULL,NULL
15059,Lokichogio (AIC) Health Centre,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/04/2020,Aug-20,15059,NULL,NULL,NULL
15059,Lokichogio (AIC) Health Centre,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/02/2021,Mar-21,15059,NULL,NULL,NULL
15059,Lokichogio (AIC) Health Centre,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/10/2020,Sep-20,15059,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/03/2020,Sep-20,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/26/2020,Jun-20,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/05/2021,Mar-21,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/06/2020,Jul-20,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/01/2020,Dec-20,15062,NULL,NULL,NULL
15062,Lokitaung Sub County Hospital,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/04/2020,Aug-20,15062,NULL,NULL,NULL
15068,Lolgorian Sub District Hosp,Transmara West,NAROK,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/04/2021,Jun-21,15068,NULL,NULL,NULL
15068,Lolgorian Sub District Hosp,Transmara West,NAROK,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/08/2021,Feb-21,15068,NULL,NULL,NULL
15068,Lolgorian Sub District Hosp,Transmara West,NAROK,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,05/05/2021,May-21,15068,NULL,NULL,NULL
15068,Lolgorian Sub District Hosp,Transmara West,NAROK,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/08/2021,Mar-21,15068,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/04/2020,Oct-20,15074,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/04/2021,Jun-21,15074,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/10/2021,Feb-21,15074,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15074,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,05/05/2021,May-21,15074,NULL,NULL,NULL
15074,Londiani District Hospital,Kipkelion East,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/05/2020,Nov-20,15074,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,08/10/2020,Aug-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/01/2021,Apr-21,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,05/04/2021,May-21,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/10/2020,Dec-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/02/2021,Mar-21,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,07/07/2020,Jul-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/18/2020,Jun-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Both Care & Treatment + PKV(MPI) uploaded,01/06/2021,Jan-21,15077,15077,01/06/2021,Jan-21
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/01/2021,Jun-21,15077,NULL,NULL,NULL
15077,Longisa County Referral  Hospital,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/02/2021,Feb-21,15077,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/11/2021,Jan-21,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/01/2021,Mar-21,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/02/2020,Dec-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/08/2021,Feb-21,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/05/2021,May-21,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/01/2020,Aug-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15081,NULL,NULL,NULL
15081,Lopiding Sub County Hospital,Turkana West,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/06/2021,Apr-21,15081,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/05/2021,May-21,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/05/2020,Sep-20,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/23/2021,Feb-21,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/11/2021,Jan-21,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/10/2020,Aug-20,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/04/2021,Mar-21,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15089,NULL,NULL,NULL
15089,St Elizabeth Lorugum Health Centre,Loima,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/10/2020,Jul-20,15089,NULL,NULL,NULL
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/01/2020,Dec-20,15096,NULL,NULL,NULL
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/05/2020,Sep-20,15096,NULL,NULL,NULL
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/04/2021,Mar-21,15096,NULL,NULL,NULL
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/06/2021,Apr-21,15096,NULL,NULL,NULL
